Full_name	Kingdom	Phylum	Class	Order	Family	Genus
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.7	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.7
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.8	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.8
d__Bacteria |  p__Planctomycetota |  c__Phycisphaerae | Phycisphaerales |  f__Phycisphaeraceae |  g__SM1A02.3	d__Bacteria 	  p__Planctomycetota 	  c__Phycisphaerae 	 Phycisphaerales 	  f__Phycisphaeraceae 	  g__SM1A02.3
d__Bacteria |  p__Chloroflexi |  c__Ktedonobacteria | C0119 |  f__C0119 |  g__C0119.1	d__Bacteria 	  p__Chloroflexi 	  c__Ktedonobacteria 	 C0119 	  f__C0119 	  g__C0119.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Caulobacterales |  f__Caulobacteraceae |  g__Brevundimonas.3	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Caulobacterales 	  f__Caulobacteraceae 	  g__Brevundimonas.3
d__Bacteria |  p__Chloroflexi |  c__Chloroflexia | Chloroflexales | 0.744748395 | 	d__Bacteria 	  p__Chloroflexi 	  c__Chloroflexia 	 Chloroflexales 	 0.744748395 	 
d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Flavobacteriales |  f__Flavobacteriaceae |  g__Flavobacterium	d__Bacteria 	  p__Bacteroidota 	  c__Bacteroidia 	 Flavobacteriales 	  f__Flavobacteriaceae 	  g__Flavobacterium
d__Bacteria |  p__Chloroflexi |  c__Ktedonobacteria | C0119 |  f__C0119 |  g__C0119.2	d__Bacteria 	  p__Chloroflexi 	  c__Ktedonobacteria 	 C0119 	  f__C0119 	  g__C0119.2
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.10	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.10
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Pseudonocardiales |  f__Pseudonocardiaceae |  g__Pseudonocardia	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Pseudonocardiales 	  f__Pseudonocardiaceae 	  g__Pseudonocardia
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Micrococcales |  f__Cellulomonadaceae |  g__Cellulomonas	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Micrococcales 	  f__Cellulomonadaceae 	  g__Cellulomonas
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.11	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.11
d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Flavobacteriales |  f__Flavobacteriaceae |  g__Flavobacterium.2	d__Bacteria 	  p__Bacteroidota 	  c__Bacteroidia 	 Flavobacteriales 	  f__Flavobacteriaceae 	  g__Flavobacterium.2
d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Flavobacteriales |  f__Flavobacteriaceae |  g__Flavobacterium.3	d__Bacteria 	  p__Bacteroidota 	  c__Bacteroidia 	 Flavobacteriales 	  f__Flavobacteriaceae 	  g__Flavobacterium.3
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.9	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.9
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales | 0.999315863 | 	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	 0.999315863 	 
d__Bacteria |  p__Acidobacteriota |  c__Holophagae | Subgroup_7 |  f__Subgroup_7 |  g__Subgroup_7.1	d__Bacteria 	  p__Acidobacteriota 	  c__Holophagae 	 Subgroup_7 	  f__Subgroup_7 	  g__Subgroup_7.1
d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Cytophagales |  f__Hymenobacteraceae |  g__Adhaeribacter.1	d__Bacteria 	  p__Bacteroidota 	  c__Bacteroidia 	 Cytophagales 	  f__Hymenobacteraceae 	  g__Adhaeribacter.1
d__Bacteria |  p__Chloroflexi | 0.976275408 |  |  | 	d__Bacteria 	  p__Chloroflexi 	 0.976275408 	  	  	 
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.10	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.10
d__Bacteria |  p__Chloroflexi |  c__Dehalococcoidia | S085 |  f__S085 |  g__S085.2	d__Bacteria 	  p__Chloroflexi 	  c__Dehalococcoidia 	 S085 	  f__S085 	  g__S085.2
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.12	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.12
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.13	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.13
d__Bacteria |  p__Chloroflexi |  c__Chloroflexia | Chloroflexales |  f__Herpetosiphonaceae |  g__Herpetosiphon	d__Bacteria 	  p__Chloroflexi 	  c__Chloroflexia 	 Chloroflexales 	  f__Herpetosiphonaceae 	  g__Herpetosiphon
d__Bacteria |  p__Actinobacteriota |  c__Thermoleophilia | Gaiellales |  f__Gaiellaceae |  g__Gaiella.1	d__Bacteria 	  p__Actinobacteriota 	  c__Thermoleophilia 	 Gaiellales 	  f__Gaiellaceae 	  g__Gaiella.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.14	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.14
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Frankiales |  f__Geodermatophilaceae |  g__Blastococcus.1	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Frankiales 	  f__Geodermatophilaceae 	  g__Blastococcus.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.15	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.15
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.16	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.16
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__Comamonadaceae | 0.999536857	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__Comamonadaceae 	 0.999536857
d__Bacteria |  p__Chloroflexi |  c__Ktedonobacteria | C0119 |  f__C0119 |  g__C0119.3	d__Bacteria 	  p__Chloroflexi 	  c__Ktedonobacteria 	 C0119 	  f__C0119 	  g__C0119.3
d__Bacteria |  p__Chloroflexi | 0.984260738 |  |  | 	d__Bacteria 	  p__Chloroflexi 	 0.984260738 	  	  	 
d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Flavobacteriales |  f__Flavobacteriaceae |  g__Flavobacterium.4	d__Bacteria 	  p__Bacteroidota 	  c__Bacteroidia 	 Flavobacteriales 	  f__Flavobacteriaceae 	  g__Flavobacterium.4
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__uncultured.3	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__uncultured.3
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.11	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.11
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Pseudonocardiales |  f__Pseudonocardiaceae |  g__Actinomycetospora	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Pseudonocardiales 	  f__Pseudonocardiaceae 	  g__Actinomycetospora
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Pseudonocardiales |  f__Pseudonocardiaceae |  g__Pseudonocardia.1	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Pseudonocardiales 	  f__Pseudonocardiaceae 	  g__Pseudonocardia.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.17	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.17
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Devosiaceae |  g__Devosia	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Devosiaceae 	  g__Devosia
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.12	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.12
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Beijerinckiaceae |  g__Microvirga	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Beijerinckiaceae 	  g__Microvirga
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.18	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.18
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.13	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.13
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.19	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.19
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae | 0.999998382	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	 0.999998382
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Reyranellales |  f__Reyranellaceae |  g__Reyranella	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Reyranellales 	  f__Reyranellaceae 	  g__Reyranella
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Cellvibrionales |  f__Cellvibrionaceae |  g__Cellvibrio	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Cellvibrionales 	  f__Cellvibrionaceae 	  g__Cellvibrio
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.14	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.14
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.20	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.20
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__TRA3-20 |  g__TRA3-20	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__TRA3-20 	  g__TRA3-20
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__Oxalobacteraceae |  g__Massilia.3	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__Oxalobacteraceae 	  g__Massilia.3
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Corynebacteriales |  f__Mycobacteriaceae |  g__Mycobacterium	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Corynebacteriales 	  f__Mycobacteriaceae 	  g__Mycobacterium
d__Bacteria |  p__Chloroflexi |  c__Dehalococcoidia | S085 |  f__S085 |  g__S085.3	d__Bacteria 	  p__Chloroflexi 	  c__Dehalococcoidia 	 S085 	  f__S085 	  g__S085.3
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__uncultured	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Xanthobacteraceae 	  g__uncultured
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Marmoricola	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Propionibacteriales 	  f__Nocardioidaceae 	  g__Marmoricola
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Nocardioides.2	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Propionibacteriales 	  f__Nocardioidaceae 	  g__Nocardioides.2
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae | 0.999999534	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	 0.999999534
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__Bradyrhizobium.2	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Xanthobacteraceae 	  g__Bradyrhizobium.2
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Pseudomonadales |  f__Pseudomonadaceae |  g__Pseudomonas	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Pseudomonadales 	  f__Pseudomonadaceae 	  g__Pseudomonas
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.21	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.21
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__Nitrosomonadaceae |  g__Ellin6067	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__Nitrosomonadaceae 	  g__Ellin6067
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Micromonosporales |  f__Micromonosporaceae |  g__Actinoplanes.1	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Micromonosporales 	  f__Micromonosporaceae 	  g__Actinoplanes.1
d__Bacteria |  p__Chloroflexi |  c__Chloroflexia | Chloroflexales |  f__Roseiflexaceae | 0.709136627	d__Bacteria 	  p__Chloroflexi 	  c__Chloroflexia 	 Chloroflexales 	  f__Roseiflexaceae 	 0.709136627
